Date,Round,Venue,A_Team,B_Team,Winner
2017-07-15 19:25:00,17,Sydney Showground,Sydney,Greater Western Sydney,Sydney
2017-07-15 19:40:00,17,Marrara Oval,Adelaide,Melbourne,Adelaide
2017-07-16 13:10:00,17,Docklands,Brisbane Lions,Richmond,Richmond
2017-07-16 15:20:00,17,M.C.G.,Western Bulldogs,Carlton,Western Bulldogs
2017-07-16 16:40:00,17,Subiaco,West Coast,Fremantle,West Coast
2017-07-21 19:50:00,18,Adelaide Oval,Geelong,Adelaide,Adelaide
2017-07-22 13:45:00,18,Docklands,North Melbourne,Essendon,Essendon
2017-07-22 14:10:00,18,M.C.G.,Port Adelaide,Melbourne,Melbourne
2017-07-22 16:35:00,18,Cazaly's Stadium,Gold Coast,Western Bulldogs,Western Bulldogs
2017-07-22 19:25:00,18,S.C.G.,St Kilda,Sydney,Sydney
2017-07-22 19:40:00,18,Subiaco,Hawthorn,Fremantle,Hawthorn
2017-07-23 13:10:00,18,M.C.G.,Greater Western Sydney,Richmond,Richmond
2017-07-23 15:20:00,18,Docklands,West Coast,Collingwood,Collingwood
2017-07-23 16:40:00,18,Gabba,Carlton,Brisbane Lions,Brisbane Lions
2017-07-28 19:50:00,19,M.C.G.,Sydney,Hawthorn,Hawthorn
2017-07-29 13:45:00,19,Bellerive Oval,Melbourne,North Melbourne,North Melbourne
2017-07-29 14:10:00,19,Sydney Showground,Fremantle,Greater Western Sydney,Greater Western Sydney
2017-07-29 16:35:00,19,Adelaide Oval,St Kilda,Port Adelaide,Port Adelaide
2017-07-29 19:25:00,19,Docklands,Geelong,Carlton,Geelong
2017-07-29 19:25:00,19,Carrara,Richmond,Gold Coast,Richmond
2017-07-30 13:10:00,19,Docklands,Essendon,Western Bulldogs,Western Bulldogs
2017-07-30 15:20:00,19,M.C.G.,Adelaide,Collingwood,
2017-07-30 16:40:00,19,Subiaco,Brisbane Lions,West Coast,West Coast
2017-08-04 19:50:00,20,GMHBA Stadium,Sydney,Geelong,Sydney
2017-08-05 13:45:00,20,UNSW Canberra Oval,Melbourne,Greater Western Sydney,Greater Western Sydney
2017-08-05 14:10:00,20,M.C.G.,Carlton,Essendon,Essendon
2017-08-05 16:35:00,20,Gabba,Western Bulldogs,Brisbane Lions,Western Bulldogs
2017-08-05 19:25:00,20,Docklands,Collingwood,North Melbourne,Collingwood
2017-08-05 19:40:00,20,Subiaco,Gold Coast,Fremantle,Fremantle
2017-08-06 13:10:00,20,Docklands,West Coast,St Kilda,St Kilda
2017-08-06 15:20:00,20,M.C.G.,Hawthorn,Richmond,Richmond
2017-08-06 16:40:00,20,Adelaide Oval,Port Adelaide,Adelaide,Adelaide
2017-08-11 19:50:00,21,Docklands,Greater Western Sydney,Western Bulldogs,Greater Western Sydney
2017-08-12 13:45:00,21,S.C.G.,Fremantle,Sydney,Sydney
2017-08-12 14:10:00,21,GMHBA Stadium,Richmond,Geelong,Geelong
2017-08-12 16:35:00,21,Gabba,Gold Coast,Brisbane Lions,Brisbane Lions
2017-08-12 19:25:00,21,Docklands,Adelaide,Essendon,Adelaide
2017-08-12 19:40:00,21,Subiaco,Carlton,West Coast,West Coast
2017-08-13 13:10:00,21,M.C.G.,St Kilda,Melbourne,Melbourne
2017-08-13 15:20:00,21,University of Tasmania Stadium,North Melbourne,Hawthorn,Hawthorn
2017-08-13 16:40:00,21,Adelaide Oval,Collingwood,Port Adelaide,Port Adelaide
2017-08-18 19:50:00,22,Adelaide Oval,Sydney,Adelaide,Sydney
2017-08-19 13:45:00,22,Mars Stadium,Port Adelaide,Western Bulldogs,Port Adelaide
2017-08-19 14:10:00,22,M.C.G.,Geelong,Collingwood,Geelong
2017-08-19 16:35:00,22,Sydney Showground,West Coast,Greater Western Sydney,Greater Western Sydney
2017-08-19 19:25:00,22,Docklands,Hawthorn,Carlton,Carlton
2017-08-19 19:25:00,22,Carrara,Essendon,Gold Coast,Essendon
2017-08-20 13:10:00,22,M.C.G.,Brisbane Lions,Melbourne,Melbourne
2017-08-20 15:20:00,22,Docklands,North Melbourne,St Kilda,St Kilda
2017-08-20 16:40:00,22,Subiaco,Richmond,Fremantle,Richmond
2017-08-25 19:50:00,23,Docklands,Western Bulldogs,Hawthorn,Hawthorn
2017-08-26 13:45:00,23,M.C.G.,Melbourne,Collingwood,Collingwood
2017-08-26 14:10:00,23,Gabba,North Melbourne,Brisbane Lions,North Melbourne
2017-08-26 16:35:00,23,S.C.G.,Carlton,Sydney,Sydney
2017-08-26 19:25:00,23,GMHBA Stadium,Greater Western Sydney,Geelong,Geelong
2017-08-26 19:40:00,23,Adelaide Oval,Gold Coast,Port Adelaide,Port Adelaide
2017-08-27 13:10:00,23,Docklands,Fremantle,Essendon,Essendon
2017-08-27 15:20:00,23,M.C.G.,St Kilda,Richmond,Richmond
2017-08-27 16:40:00,23,Subiaco,Adelaide,West Coast,West Coast
2017-09-07 19:50:00,24,Adelaide Oval,Greater Western Sydney,Adelaide,Adelaide
2017-09-08 19:50:00,24,M.C.G.,Richmond,Geelong,Richmond
2017-09-09 16:20:00,24,S.C.G.,Essendon,Sydney,Sydney
2017-09-09 19:50:00,24,Adelaide Oval,West Coast,Port Adelaide,West Coast
2017-09-15 19:50:00,25,M.C.G.,Sydney,Geelong,Geelong
2017-09-16 19:25:00,25,Sydney Showground,West Coast,Greater Western Sydney,Greater Western Sydney
2017-09-22 19:50:00,26,Adelaide Oval,Geelong,Adelaide,Adelaide
2017-09-23 16:45:00,26,M.C.G.,Greater Western Sydney,Richmond,Richmond
2017-09-30 14:30:00,27,M.C.G.,Richmond,Adelaide,Richmond
2018-03-22 19:25:00,1,M.C.G.,Carlton,Richmond,Richmond
2018-03-23 19:50:00,1,Docklands,Adelaide,Essendon,Essendon
2018-03-24 15:35:00,1,Docklands,Brisbane Lions,St Kilda,St Kilda
2018-03-24 16:35:00,1,Adelaide Oval,Fremantle,Port Adelaide,Port Adelaide
2018-03-24 19:25:00,1,Cazaly's Stadium,North Melbourne,Gold Coast,Gold Coast
2018-03-24 19:25:00,1,M.C.G.,Collingwood,Hawthorn,Hawthorn
2018-03-25 13:10:00,1,UNSW Canberra Oval,Western Bulldogs,Greater Western Sydney,Greater Western Sydney
2018-03-25 15:20:00,1,M.C.G.,Geelong,Melbourne,Geelong
2018-03-25 19:20:00,1,Optus Stadium,Sydney,West Coast,Sydney
2018-03-29 19:50:00,2,Adelaide Oval,Richmond,Adelaide,Adelaide
2018-03-30 16:20:00,2,Docklands,St Kilda,North Melbourne,North Melbourne
2018-03-31 13:45:00,2,Docklands,Gold Coast,Carlton,Gold Coast
2018-03-31 16:35:00,2,M.C.G.,Greater Western Sydney,Collingwood,Greater Western Sydney
2018-03-31 19:25:00,2,Gabba,Melbourne,Brisbane Lions,Melbourne
2018-03-31 20:10:00,2,Optus Stadium,Essendon,Fremantle,Fremantle
2018-04-01 15:20:00,2,Docklands,West Coast,Western Bulldogs,West Coast
2018-04-01 16:40:00,2,S.C.G.,Port Adelaide,Sydney,Port Adelaide
2018-04-02 15:20:00,2,M.C.G.,Hawthorn,Geelong,Hawthorn
2018-04-06 19:50:00,3,M.C.G.,Collingwood,Carlton,Collingwood
2018-04-07 13:45:00,3,Adelaide Oval,Brisbane Lions,Port Adelaide,Port Adelaide
2018-04-07 14:10:00,3,M.C.G.,North Melbourne,Melbourne,Melbourne
2018-04-07 16:35:00,3,Optus Stadium,Fremantle,Gold Coast,Fremantle
2018-04-07 19:25:00,3,Docklands,Adelaide,St Kilda,Adelaide
2018-04-07 19:25:00,3,S.C.G.,Greater Western Sydney,Sydney,Sydney
2018-04-08 13:10:00,3,M.C.G.,Hawthorn,Richmond,Richmond
2018-04-08 15:20:00,3,Docklands,Essendon,Western Bulldogs,Western Bulldogs
2018-04-08 16:40:00,3,Optus Stadium,Geelong,West Coast,West Coast
2018-04-13 19:50:00,4,Adelaide Oval,Collingwood,Adelaide,Collingwood
2018-04-14 13:45:00,4,UNSW Canberra Oval,Fremantle,Greater Western Sydney,Greater Western Sydney
2018-04-14 14:10:00,4,M.C.G.,Brisbane Lions,Richmond,Richmond
2018-04-14 16:35:00,4,Docklands,Sydney,Western Bulldogs,Sydney
2018-04-14 19:25:00,4,Bellerive Oval,Carlton,North Melbourne,North Melbourne
2018-04-14 20:10:00,4,Optus Stadium,Gold Coast,West Coast,West Coast
2018-04-15 13:10:00,4,Docklands,Port Adelaide,Essendon,Essendon
2018-04-15 15:20:00,4,M.C.G.,Melbourne,Hawthorn,Hawthorn
2018-04-15 16:40:00,4,GMHBA Stadium,St Kilda,Geelong,Geelong
2018-04-20 19:50:00,5,S.C.G.,Adelaide,Sydney,Adelaide
2018-04-21 13:45:00,5,Docklands,Greater Western Sydney,St Kilda,
2018-04-21 16:35:00,5,M.C.G.,West Coast,Carlton,West Coast
2018-04-21 19:40:00,5,Adelaide Oval,Geelong,Port Adelaide,Geelong
2018-04-21 20:10:00,5,Optus Stadium,Western Bulldogs,Fremantle,Fremantle
2018-04-22 15:20:00,5,Docklands,Hawthorn,North Melbourne,North Melbourne
2018-04-22 16:40:00,5,Gabba,Gold Coast,Brisbane Lions,Gold Coast
2018-04-24 19:25:00,5,M.C.G.,Richmond,Melbourne,Richmond
2018-04-25 15:20:00,5,M.C.G.,Essendon,Collingwood,Collingwood
2018-04-27 19:50:00,6,Docklands,Carlton,Western Bulldogs,Western Bulldogs
2018-04-28 13:45:00,6,GMHBA Stadium,Sydney,Geelong,Sydney
2018-04-28 14:10:00,6,Docklands,Port Adelaide,North Melbourne,Port Adelaide
2018-04-28 16:35:00,6,Sydney Showground,Brisbane Lions,Greater Western Sydney,Greater Western Sydney
2018-04-28 19:25:00,6,University of Tasmania Stadium,St Kilda,Hawthorn,Hawthorn
2018-04-28 19:40:00,6,Adelaide Oval,Gold Coast,Adelaide,Adelaide
2018-04-29 13:10:00,6,Docklands,Melbourne,Essendon,Melbourne
2018-04-29 15:20:00,6,M.C.G.,Richmond,Collingwood,Richmond
2018-04-29 16:40:00,6,Optus Stadium,West Coast,Fremantle,West Coast
2018-05-04 19:50:00,7,GMHBA Stadium,Greater Western Sydney,Geelong,Geelong
2018-05-05 13:45:00,7,Mars Stadium,Gold Coast,Western Bulldogs,Western Bulldogs
2018-05-05 14:10:00,7,M.C.G.,Hawthorn,Essendon,Hawthorn
2018-05-05 16:35:00,7,Optus Stadium,Port Adelaide,West Coast,West Coast
2018-05-05 19:25:00,7,S.C.G.,North Melbourne,Sydney,North Melbourne
2018-05-05 19:40:00,7,Adelaide Oval,Carlton,Adelaide,Adelaide
2018-05-06 13:10:00,7,M.C.G.,Fremantle,Richmond,Richmond
2018-05-06 15:20:00,7,Docklands,Melbourne,St Kilda,Melbourne
2018-05-06 16:40:00,7,Gabba,Collingwood,Brisbane Lions,Collingwood
2018-05-11 19:50:00,8,M.C.G.,Sydney,Hawthorn,Sydney
2018-05-12 13:45:00,8,Sydney Showground,West Coast,Greater Western Sydney,West Coast
2018-05-12 14:10:00,8,M.C.G.,Essendon,Carlton,Carlton
2018-05-12 16:35:00,8,Gabba,Melbourne,Gold Coast,Melbourne
2018-05-12 17:10:00,8,Adelaide Oval,Adelaide,Port Adelaide,Port Adelaide
2018-05-12 19:25:00,8,Docklands,Brisbane Lions,Western Bulldogs,Western Bulldogs
2018-05-12 20:10:00,8,Optus Stadium,St Kilda,Fremantle,Fremantle
2018-05-13 13:10:00,8,Docklands,Richmond,North Melbourne,Richmond
2018-05-13 15:20:00,8,M.C.G.,Geelong,Collingwood,Geelong
2018-05-18 19:50:00,9,Adelaide Oval,Western Bulldogs,Adelaide,Adelaide
2018-05-19 13:45:00,9,Bellerive Oval,Greater Western Sydney,North Melbourne,North Melbourne
2018-05-19 15:15:00,9,Adelaide Arena at Jiangwan Stadium,Port Adelaide,Gold Coast,Port Adelaide
2018-05-19 16:35:00,9,M.C.G.,Geelong,Essendon,Essendon
2018-05-19 19:25:00,9,Docklands,Collingwood,St Kilda,Collingwood
2018-05-19 19:25:00,9,S.C.G.,Fremantle,Sydney,Sydney
2018-05-20 13:10:00,9,M.C.G.,Melbourne,Carlton,Melbourne
2018-05-20 15:20:00,9,Gabba,Hawthorn,Brisbane Lions,Brisbane Lions
2018-05-20 16:40:00,9,Optus Stadium,Richmond,West Coast,West Coast
2018-05-25 19:50:00,10,Docklands,Western Bulldogs,Collingwood,Collingwood
2018-05-26 13:45:00,10,M.C.G.,St Kilda,Richmond,Richmond
2018-05-26 16:35:00,10,Gabba,Sydney,Brisbane Lions,Sydney
2018-05-26 19:25:00,10,GMHBA Stadium,Carlton,Geelong,Geelong
2018-05-26 19:25:00,10,Sydney Showground,Essendon,Greater Western Sydney,Essendon
2018-05-27 13:10:00,10,Docklands,West Coast,Hawthorn,West Coast
2018-05-27 15:20:00,10,Traeger Park,Adelaide,Melbourne,Melbourne
2018-05-27 16:40:00,10,Optus Stadium,North Melbourne,Fremantle,North Melbourne
2018-06-01 19:50:00,11,S.C.G.,Carlton,Sydney,Sydney
2018-06-02 13:45:00,11,Docklands,Melbourne,Western Bulldogs,Melbourne
2018-06-02 14:10:00,11,University of Tasmania Stadium,Port Adelaide,Hawthorn,Hawthorn
2018-06-02 16:35:00,11,Carrara,Geelong,Gold Coast,Geelong
2018-06-02 19:25:00,11,M.C.G.,Richmond,Essendon,Richmond
2018-06-02 20:10:00,11,Optus Stadium,St Kilda,West Coast,West Coast
2018-06-03 13:10:00,11,Docklands,Brisbane Lions,North Melbourne,North Melbourne
2018-06-03 15:20:00,11,M.C.G.,Fremantle,Collingwood,Collingwood
2018-06-03 16:40:00,11,Adelaide Oval,Greater Western Sydney,Adelaide,Greater Western Sydney
2018-06-08 19:50:00,12,Adelaide Oval,Richmond,Port Adelaide,Port Adelaide
2018-06-09 13:45:00,12,GMHBA Stadium,North Melbourne,Geelong,Geelong
2018-06-09 16:35:00,12,Sydney Showground,Gold Coast,Greater Western Sydney,Greater Western Sydney
2018-06-09 19:25:00,12,Docklands,Sydney,St Kilda,Sydney
2018-06-10 13:10:00,12,Gabba,Essendon,Brisbane Lions,Essendon
2018-06-10 16:40:00,12,Optus Stadium,Adelaide,Fremantle,Fremantle
2018-06-11 15:20:00,12,M.C.G.,Collingwood,Melbourne,Collingwood
2018-06-14 19:50:00,13,Adelaide Oval,Western Bulldogs,Port Adelaide,Port Adelaide
2018-06-15 19:50:00,13,S.C.G.,West Coast,Sydney,Sydney
2018-06-16 13:45:00,13,Docklands,Fremantle,Carlton,Fremantle
2018-06-16 16:35:00,13,Carrara,St Kilda,Gold Coast,St Kilda
2018-06-16 19:25:00,13,M.C.G.,Adelaide,Hawthorn,Hawthorn
2018-06-17 15:20:00,13,M.C.G.,Richmond,Geelong,Richmond
2018-06-21 20:10:00,14,Optus Stadium,Essendon,West Coast,Essendon
2018-06-22 19:50:00,14,Adelaide Oval,Melbourne,Port Adelaide,Port Adelaide
2018-06-23 13:45:00,14,University of Tasmania Stadium,Gold Coast,Hawthorn,Hawthorn
2018-06-23 16:35:00,14,Gabba,Greater Western Sydney,Brisbane Lions,Greater Western Sydney
2018-06-23 19:25:00,14,Docklands,North Melbourne,Western Bulldogs,North Melbourne
2018-06-24 15:20:00,14,M.C.G.,Carlton,Collingwood,Collingwood
2018-06-28 19:20:00,15,Docklands,Sydney,Richmond,Richmond
2018-06-29 19:50:00,15,Docklands,Geelong,Western Bulldogs,Western Bulldogs
2018-06-30 13:45:00,15,M.C.G.,Port Adelaide,Carlton,Port Adelaide
2018-06-30 16:35:00,15,Adelaide Oval,West Coast,Adelaide,Adelaide
2018-06-30 19:25:00,15,Carrara,Collingwood,Gold Coast,Collingwood
2018-06-30 19:25:00,15,Sydney Showground,Hawthorn,Greater Western Sydney,Greater Western Sydney
2018-07-01 13:10:00,15,M.C.G.,St Kilda,Melbourne,St Kilda
2018-07-01 15:20:00,15,Docklands,North Melbourne,Essendon,Essendon
2018-07-01 16:40:00,15,Optus Stadium,Brisbane Lions,Fremantle,Brisbane Lions
2018-07-05 19:20:00,16,S.C.G.,Geelong,Sydney,Geelong
2018-07-06 19:50:00,16,M.C.G.,Adelaide,Richmond,Richmond
2018-07-07 13:45:00,16,Gabba,Carlton,Brisbane Lions,Brisbane Lions
2018-07-07 16:35:00,16,Adelaide Oval,St Kilda,Port Adelaide,Port Adelaide
2018-07-07 19:25:00,16,Docklands,Hawthorn,Western Bulldogs,Hawthorn
2018-07-07 19:40:00,16,Marrara Oval,Fremantle,Melbourne,Melbourne
2018-07-08 13:10:00,16,Docklands,Gold Coast,North Melbourne,North Melbourne
2018-07-08 15:20:00,16,M.C.G.,Collingwood,Essendon,Collingwood
2018-07-08 16:40:00,16,Optus Stadium,Greater Western Sydney,West Coast,West Coast
2018-07-12 19:50:00,17,Adelaide Oval,Geelong,Adelaide,Adelaide
2018-07-13 19:50:00,17,Docklands,Carlton,St Kilda,St Kilda
2018-07-14 13:45:00,17,University of Tasmania Stadium,Brisbane Lions,Hawthorn,Brisbane Lions
2018-07-14 16:35:00,17,M.C.G.,Western Bulldogs,Melbourne,Melbourne
2018-07-14 19:25:00,17,Carrara,Essendon,Gold Coast,Essendon
2018-07-14 19:25:00,17,Sydney Showground,Richmond,Greater Western Sydney,Greater Western Sydney
2018-07-15 13:10:00,17,M.C.G.,West Coast,Collingwood,West Coast
2018-07-15 15:20:00,17,Docklands,Sydney,North Melbourne,Sydney
2018-07-15 16:40:00,17,Optus Stadium,Port Adelaide,Fremantle,Fremantle
2018-07-20 19:50:00,18,Docklands,Richmond,St Kilda,Richmond
2018-07-21 13:45:00,18,M.C.G.,North Melbourne,Collingwood,Collingwood
2018-07-21 14:10:00,18,S.C.G.,Gold Coast,Sydney,Gold Coast
2018-07-21 16:35:00,18,Docklands,Fremantle,Essendon,Essendon
2018-07-21 19:25:00,18,Gabba,Adelaide,Brisbane Lions,Adelaide
2018-07-21 19:25:00,18,GMHBA Stadium,Melbourne,Geelong,Geelong
2018-07-22 13:10:00,18,Docklands,Hawthorn,Carlton,Hawthorn
2018-07-22 15:20:00,18,Optus Stadium,Western Bulldogs,West Coast,West Coast
2018-07-22 16:40:00,18,Adelaide Oval,Greater Western Sydney,Port Adelaide,Greater Western Sydney
2018-07-27 19:50:00,19,Docklands,Sydney,Essendon,Essendon
2018-07-28 13:45:00,19,M.C.G.,Collingwood,Richmond,Richmond
2018-07-28 14:10:00,19,GMHBA Stadium,Brisbane Lions,Geelong,Geelong
2018-07-28 16:35:00,19,Sydney Showground,St Kilda,Greater Western Sydney,Greater Western Sydney
2018-07-28 19:25:00,19,Carrara,Carlton,Gold Coast,Carlton
2018-07-28 19:40:00,19,Adelaide Oval,Melbourne,Adelaide,Melbourne
2018-07-29 13:10:00,19,Bellerive Oval,West Coast,North Melbourne,North Melbourne
2018-07-29 15:20:00,19,Mars Stadium,Port Adelaide,Western Bulldogs,Port Adelaide
2018-07-29 16:40:00,19,Optus Stadium,Hawthorn,Fremantle,Hawthorn
2018-08-03 19:50:00,20,M.C.G.,Geelong,Richmond,Richmond
2018-08-04 13:45:00,20,M.C.G.,Essendon,Hawthorn,Hawthorn
2018-08-04 14:10:00,20,Gabba,North Melbourne,Brisbane Lions,North Melbourne
2018-08-04 16:35:00,20,Adelaide Oval,Port Adelaide,Adelaide,Adelaide
2018-08-04 19:25:00,20,Docklands,Western Bulldogs,St Kilda,Western Bulldogs
2018-08-04 19:25:00,20,S.C.G.,Collingwood,Sydney,Sydney
2018-08-05 13:10:00,20,Docklands,Greater Western Sydney,Carlton,Greater Western Sydney
2018-08-05 15:20:00,20,M.C.G.,Gold Coast,Melbourne,Melbourne
2018-08-05 16:40:00,20,Optus Stadium,Fremantle,West Coast,West Coast
2018-08-10 19:50:00,21,Docklands,St Kilda,Essendon,Essendon
2018-08-11 13:45:00,21,M.C.G.,Geelong,Hawthorn,Hawthorn
2018-08-11 14:10:00,21,Carrara,Richmond,Gold Coast,Richmond
2018-08-11 16:35:00,21,Adelaide Oval,West Coast,Port Adelaide,West Coast
2018-08-11 19:25:00,21,Docklands,Brisbane Lions,Collingwood,Collingwood
2018-08-11 19:25:00,21,UNSW Canberra Oval,Adelaide,Greater Western Sydney,Greater Western Sydney
2018-08-12 13:10:00,21,Docklands,Western Bulldogs,North Melbourne,Western Bulldogs
2018-08-12 15:20:00,21,M.C.G.,Sydney,Melbourne,Sydney
2018-08-12 16:40:00,21,Optus Stadium,Carlton,Fremantle,Fremantle
2018-08-17 19:50:00,22,M.C.G.,Essendon,Richmond,Richmond
2018-08-18 13:45:00,22,M.C.G.,Port Adelaide,Collingwood,Collingwood
2018-08-18 14:10:00,22,GMHBA Stadium,Fremantle,Geelong,Geelong
2018-08-18 16:35:00,22,Sydney Showground,Sydney,Greater Western Sydney,Sydney
2018-08-18 19:25:00,22,Carrara,Brisbane Lions,Gold Coast,Brisbane Lions
2018-08-18 19:25:00,22,Docklands,Hawthorn,St Kilda,Hawthorn
2018-08-19 13:10:00,22,Docklands,Western Bulldogs,Carlton,Western Bulldogs
2018-08-19 15:20:00,22,Optus Stadium,Melbourne,West Coast,Melbourne
2018-08-19 16:40:00,22,Adelaide Oval,North Melbourne,Adelaide,Adelaide
2018-08-24 19:50:00,23,Adelaide Oval,Essendon,Port Adelaide,Essendon
2018-08-25 13:45:00,23,GMHBA Stadium,Gold Coast,Geelong,Geelong
2018-08-25 14:10:00,23,M.C.G.,Western Bulldogs,Richmond,Richmond
2018-08-25 16:35:00,23,Optus Stadium,Collingwood,Fremantle,Collingwood
2018-08-25 19:25:00,23,Docklands,Adelaide,Carlton,Adelaide
2018-08-25 19:25:00,23,S.C.G.,Hawthorn,Sydney,Hawthorn
2018-08-26 13:10:00,23,Gabba,West Coast,Brisbane Lions,West Coast
2018-08-26 15:20:00,23,M.C.G.,Greater Western Sydney,Melbourne,Melbourne
2018-08-26 16:40:00,23,Docklands,North Melbourne,St Kilda,North Melbourne
2018-09-06 19:20:00,24,M.C.G.,Hawthorn,Richmond,Richmond
2018-09-07 19:50:00,24,M.C.G.,Geelong,Melbourne,Melbourne
2018-09-08 16:20:00,24,S.C.G.,Greater Western Sydney,Sydney,Greater Western Sydney
2018-09-08 20:10:00,24,Perth Stadium,Collingwood,West Coast,West Coast
2018-09-14 19:50:00,25,M.C.G.,Melbourne,Hawthorn,Melbourne
2018-09-15 19:25:00,25,M.C.G.,Greater Western Sydney,Collingwood,Collingwood
2018-09-21 19:50:00,26,M.C.G.,Collingwood,Richmond,Collingwood
2018-09-22 15:20:00,26,Perth Stadium,Melbourne,West Coast,West Coast
2018-09-29 14:30:00,27,M.C.G.,Collingwood,West Coast,West Coast
2019-03-21 19:20:00,1,M.C.G.,Richmond,Carlton,Richmond
2019-03-22 19:50:00,1,M.C.G.,Geelong,Collingwood,Geelong
2019-03-23 13:45:00,1,M.C.G.,Port Adelaide,Melbourne,Port Adelaide
2019-03-23 16:35:00,1,Adelaide Oval,Hawthorn,Adelaide,Hawthorn
2019-03-23 19:25:00,1,Marvel Stadium,Sydney,Western Bulldogs,Western Bulldogs
2019-03-23 20:20:00,1,Gabba,West Coast,Brisbane Lions,Brisbane Lions
2019-03-24 13:10:00,1,Marvel Stadium,Gold Coast,St Kilda,St Kilda
2019-03-24 15:20:00,1,Sydney Showground,Essendon,Greater Western Sydney,Greater Western Sydney
2019-03-24 18:20:00,1,Perth Stadium,North Melbourne,Fremantle,Fremantle
2019-03-28 19:20:00,2,M.C.G.,Collingwood,Richmond,Collingwood
2019-03-29 19:50:00,2,S.C.G.,Adelaide,Sydney,Adelaide
2019-03-30 16:35:00,2,Marvel Stadium,St Kilda,Essendon,St Kilda
2019-03-30 17:10:00,2,Adelaide Oval,Carlton,Port Adelaide,Port Adelaide
2019-03-30 19:25:00,2,Kardinia Park,Melbourne,Geelong,Geelong
2019-03-30 20:10:00,2,Perth Stadium,Greater Western Sydney,West Coast,West Coast
2019-03-31 13:10:00,2,Marvel Stadium,Brisbane Lions,North Melbourne,Brisbane Lions
2019-03-31 15:20:00,2,M.C.G.,Western Bulldogs,Hawthorn,Western Bulldogs
2019-03-31 16:40:00,2,Carrara,Fremantle,Gold Coast,Gold Coast
2019-04-04 19:50:00,3,Adelaide Oval,Geelong,Adelaide,Geelong
2019-04-05 19:50:00,3,M.C.G.,Essendon,Melbourne,Essendon
2019-04-06 13:45:00,3,Marvel Stadium,Sydney,Carlton,Sydney
2019-04-06 16:35:00,3,Sydney Showground,Richmond,Greater Western Sydney,Greater Western Sydney
2019-04-06 19:25:00,3,Gabba,Port Adelaide,Brisbane Lions,Brisbane Lions
2019-04-06 19:25:00,3,M.C.G.,West Coast,Collingwood,West Coast
2019-04-07 14:20:00,3,Marvel Stadium,Gold Coast,Western Bulldogs,Gold Coast
2019-04-07 15:20:00,3,M.C.G.,North Melbourne,Hawthorn,Hawthorn
2019-04-07 17:20:00,3,Perth Stadium,St Kilda,Fremantle,Fremantle
2019-04-11 19:20:00,4,S.C.G.,Melbourne,Sydney,Melbourne
2019-04-12 19:50:00,4,M.C.G.,Western Bulldogs,Collingwood,Collingwood
2019-04-13 13:45:00,4,Kardinia Park,Greater Western Sydney,Geelong,Greater Western Sydney
2019-04-13 14:10:00,4,M.C.G.,Brisbane Lions,Essendon,Essendon
2019-04-13 16:35:00,4,Adelaide Oval,Richmond,Port Adelaide,Richmond
2019-04-13 19:25:00,4,Marvel Stadium,Adelaide,North Melbourne,North Melbourne
2019-04-13 20:10:00,4,Perth Stadium,Fremantle,West Coast,West Coast
2019-04-14 14:40:00,4,Carrara,Carlton,Gold Coast,Gold Coast
2019-04-14 15:20:00,4,Marvel Stadium,Hawthorn,St Kilda,St Kilda
2019-04-18 19:35:00,5,Gabba,Collingwood,Brisbane Lions,Collingwood
2019-04-19 16:20:00,5,Marvel Stadium,Essendon,North Melbourne,Essendon
2019-04-19 20:10:00,5,Perth Stadium,Port Adelaide,West Coast,Port Adelaide
2019-04-20 13:45:00,5,Manuka Oval,Fremantle,Greater Western Sydney,Fremantle
2019-04-20 16:35:00,5,M.C.G.,St Kilda,Melbourne,St Kilda
2019-04-20 19:25:00,5,Marvel Stadium,Sydney,Richmond,Richmond
2019-04-21 13:10:00,5,Marvel Stadium,Carlton,Western Bulldogs,Carlton
2019-04-21 16:40:00,5,Adelaide Oval,Gold Coast,Adelaide,Adelaide
2019-04-22 15:20:00,5,M.C.G.,Geelong,Hawthorn,Geelong
2019-04-24 19:35:00,6,M.C.G.,Melbourne,Richmond,Richmond
2019-04-25 15:20:00,6,M.C.G.,Collingwood,Essendon,Collingwood
2019-04-26 19:50:00,6,Adelaide Oval,North Melbourne,Port Adelaide,Port Adelaide
2019-04-27 13:45:00,6,Carrara,Brisbane Lions,Gold Coast,Brisbane Lions
2019-04-27 16:35:00,6,Marvel Stadium,Adelaide,St Kilda,Adelaide
2019-04-27 19:25:00,6,S.C.G.,Greater Western Sydney,Sydney,Greater Western Sydney
2019-04-27 20:10:00,6,Perth Stadium,Western Bulldogs,Fremantle,Fremantle
2019-04-28 15:20:00,6,York Park,Carlton,Hawthorn,Hawthorn
2019-04-28 16:40:00,6,Kardinia Park,West Coast,Geelong,Geelong
2019-05-03 19:50:00,7,Marvel Stadium,Port Adelaide,Collingwood,Collingwood
2019-05-04 13:45:00,7,Manuka Oval,St Kilda,Greater Western Sydney,Greater Western Sydney
2019-05-04 13:45:00,7,M.C.G.,Hawthorn,Melbourne,Melbourne
2019-05-04 16:35:00,7,Gabba,Sydney,Brisbane Lions,Brisbane Lions
2019-05-04 19:25:00,7,Marvel Stadium,Richmond,Western Bulldogs,Western Bulldogs
2019-05-04 20:10:00,7,Perth Stadium,Gold Coast,West Coast,West Coast
2019-05-05 13:10:00,7,Marvel Stadium,North Melbourne,Carlton,North Melbourne
